0,0,0,0,5,3,5,0,16,7,6140
0,0,0,0,0,0,4,1,15,8,6240
1,0,1,0,4,2,3,3,0,0,10000
0,0,0,0,2,0,3,4,6,18,5580
0,0,0,0,0,0,1,6,8,17,3640
0,0,0,1,0,3,2,6,0,0,3640
0,0,0,0,0,2,2,4,11,9,4330
0,0,0,3,3,2,1,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0
0,0,0,1,0,3,6,5,0,0,4050
0,0,0,1,3,0,1,1,0,2,5000
0,0,0,0,0,0,0,0,11,19,4490
1,0,2,3,1,1,0,0,0,0,10000
0,0,3,1,3,2,1,2,0,1,10000
0,0,1,0,2,2,6,6,2,4,10000
1,1,0,1,1,3,0,2,0,0,10000
0,0,0,0,2,1,2,3,2,2,5090
2,0,0,1,2,1,0,0,0,0,10000
0,0,0,0,3,0,6,5,5,8,5330
0,0,0,0,3,1,4,6,14,11,6639
0,0,2,4,1,3,5,1,0,0,10000
0,0,0,0,1,0,11,3,9,4,6600
0,0,0,1,1,4,1,2,0,2,3820
0,0,0,0,1,5,5,4,12,7,3850
0,0,1,1,3,0,4,0,2,0,10000
0,0,0,0,0,0,1,3,10,13,4570
0,0,3,3,1,2,0,3,0,0,10000
0,0,0,0,0,0,0,0,10,7,5200
0,0,1,2,3,2,0,3,1,0,10000
0,0,0,0,0,0,1,0,15,11,5299
2,1,1,0,0,0,0,0,0,0,10000
0,0,0,0,0,0,0,2,11,10,4830
0,0,0,0,0,1,1,2,12,18,4770
2,0,2,5,2,4,0,0,1,2,10000
0,0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,2,2,13,14,4930
2,0,2,2,0,0,0,0,0,0,10000
0,0,0,0,1,4,4,2,12,9,3570
1,2,2,0,0,0,0,0,0,0,10000
0,0,0,1,1,4,3,10,7,1,3080
0,1,0,1,3,1,1,1,0,0,0
0,0,0,0,0,0,1,0,7,14,4260
0,0,0,0,0,0,3,4,12,9,5260
1,0,1,1,1,1,0,2,0,0,10000
0,0,1,2,7,4,2,6,0,3,10000
0,0,0,0,0,0,0,0,4,9,5260
0,0,3,1,0,1,0,0,0,0,10000
0,0,0,2,4,3,4,3,1,0,0
0,0,0,0,0,2,3,2,3,6,4830
0,0,0,0,0,0,5,3,8,9,5809
0,0,0,0,2,1,4,0,3,2,5780
0,0,0,0,3,0,1,4,7,4,6080
0,0,0,0,0,0,0,0,14,16,4730
1,2,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,3,2,8,18,4540
