0,0,0,0,0,0,0,0,5,10,4820
0,0,1,1,0,1,1,1,0,1,10000
0,0,0,0,0,1,6,7,12,11,4910
0,0,0,0,3,1,3,4,5,6,6330
0,0,1,0,0,0,7,4,5,4,10000
0,0,0,0,3,4,4,4,3,4,3790
0,0,0,0,0,0,0,0,4,7,5050
0,0,0,0,0,0,6,1,12,13,5870
0,0,0,0,3,1,11,6,11,8,7240
0,0,0,0,0,0,0,3,9,12,4400
0,0,0,0,0,0,0,0,7,8,5140
0,0,0,0,0,0,2,2,9,10,4960
0,0,0,0,0,0,1,1,17,14,5420
1,1,0,0,0,0,0,0,0,0,0
1,0,1,3,5,5,2,5,0,0,10000
0,2,2,3,1,1,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,8,7,5,2,5550
0,0,2,0,4,2,1,2,1,6,10000
0,0,0,0,0,2,7,3,12,11,4980
0,0,0,0,0,0,2,6,7,8,4730
0,2,1,0,0,2,1,1,1,2,10000
1,0,2,3,1,1,0,0,0,0,10000
0,0,0,0,1,1,2,8,9,14,3730
0,0,0,0,1,0,5,5,12,10,5520
0,0,0,0,0,0,0,0,7,5,5230
1,0,0,1,1,3,0,0,0,0,10000
0,0,0,1,3,3,0,0,0,0,6350
0,0,1,1,0,3,2,2,3,2,10000
0,0,0,0,0,0,4,3,9,13,5010
0,0,0,0,2,0,6,1,8,6,5730
2,0,0,1,0,0,0,1,0,0,10000
0,0,0,0,0,0,0,0,6,3,5389
1,1,0,0,0,0,0,0,0,0,10000
0,0,3,1,1,0,4,2,3,4,10000
0,0,0,1,1,1,0,2,3,1,4680
3,1,1,0,0,2,0,1,0,0,0
0,0,0,0,2,2,6,5,3,10,4770
1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,6,6,9,4,6750
0,0,0,0,0,0,1,2,13,8,5250
1,0,0,1,0,0,0,0,0,0,10000
0,0,0,0,1,0,1,2,6,5,5230
0,0,0,0,1,1,5,7,5,3,4720
0,0,0,0,0,0,0,0,15,11,5800
0,0,0,0,3,2,10,3,8,9,6790
0,0,0,0,2,1,4,3,10,21,4240
2,2,0,0,0,0,0,0,0,0,10000
0,0,0,0,0,0,3,7,11,10,5019
2,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5350
1,1,0,3,0,0,0,0,0,0,0
0,0,1,0,3,1,3,6,18,10,10000
0,0,1,0,1,2,2,4,9,5,10000
0,0,2,2,0,3,1,0,0,0,10000
0,0,0,0,0,0,3,4,10,16,4230
0,0,0,2,5,0,1,3,2,1,0
0,0,0,0,0,0,2,0,12,11,5640
0,0,0,1,1,3,3,0,1,0,3420
0,0,3,0,1,0,0,3,0,3,10000
0,0,0,0,1,0,6,4,12,15,5200
0,0,0,0,0,4,3,3,13,4,3960
0,0,0,1,1,4,4,3,3,2,4060
0,0,3,0,2,2,3,3,4,3,10000
2,1,1,0,2,0,0,0,0,0,10000
0,0,0,0,4,0,0,5,12,14,6940
0,0,2,0,3,0,5,4,5,5,10000
0,0,0,0,0,1,2,6,11,12,4590
0,0,0,0,0,0,2,9,16,9,4500
3,1,1,0,0,0,0,0,0,0,0
0,0,0,0,3,1,0,3,0,3,6030
0,0,0,0,0,0,0,0,7,5,5470
0,1,1,1,2,0,0,0,0,0,0
0,0,0,0,0,2,5,4,11,6,4270
0,0,0,1,1,5,7,7,7,7,4060
0,0,0,0,1,3,9,7,10,8,3910
0,0,0,0,0,0,2,0,15,13,5500
0,0,0,0,1,1,7,2,7,1,6000
1,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,9,4620
0,0,0,0,2,0,1,8,9,10,5870
0,0,0,1,1,2,4,5,8,12,4850
1,0,1,0,0,3,0,0,0,0,10000
0,0,0,0,0,0,0,2,16,9,5389
0,0,1,0,3,1,3,4,1,0,10000
0,0,0,0,0,0,2,5,16,9,5260
0,0,0,0,0,0,0,0,5,8,5110
0,1,1,0,0,0,0,0,0,0,10000
0,0,2,0,3,0,1,1,1,0,10000
0,0,0,0,0,0,1,2,13,10,5210
0,0,0,0,0,0,6,6,12,9,5640
0,0,0,0,0,0,3,3,9,10,5220
0,0,3,0,2,1,0,4,1,0,10000
0,0,0,0,2,2,3,7,10,13,4870
0,0,0,0,1,0,3,10,10,10,4290
0,0,0,0,0,0,0,2,15,21,4340
0,0,0,0,2,0,13,3,9,15,6740
0,0,0,0,0,0,0,0,8,11,4870
0,0,1,1,2,0,0,0,1,0,10000
0,0,1,0,1,2,0,4,1,0,10000
0,0,4,2,5,1,1,0,0,0,10000
0,1,1,1,2,1,0,0,0,0,10000
0,0,1,0,2,0,4,6,3,2,10000
0,0,0,0,0,0,0,0,10,4,5580
0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,2,4,4,2,4,15,3100
0,0,0,0,0,1,7,6,12,4,6020
0,0,0,0,1,4,3,5,3,1,4250
0,0,1,1,0,5,2,7,3,5,10000
0,0,0,0,0,0,1,3,15,16,4910
0,0,0,3,3,2,1,4,0,1,4930
0,0,0,0,0,0,6,3,15,7,5840
0,1,0,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,0,0,0,10000
0,0,0,1,1,2,3,1,3,0,5200
0,0,0,0,0,0,3,5,15,19,4170
0,0,2,0,1,3,3,1,0,5,10000
0,0,0,0,0,0,0,0,12,8,5299
0,1,3,0,0,0,0,1,0,0,0
2,3,1,0,0,0,0,0,0,0,10000
2,0,1,1,1,0,0,0,0,0,10000
0,0,0,0,0,1,8,4,9,6,5850
0,0,0,0,0,0,6,6,4,5,5130
0,0,0,0,0,0,0,0,3,6,5210
0,0,0,1,0,0,0,0,5,0,5200
0,0,0,0,0,0,2,0,7,18,4780
0,0,0,0,0,0,0,1,8,13,5010
2,1,1,2,1,4,2,2,1,0,10000
0,0,0,0,0,0,3,0,11,9,5620
0,0,2,1,2,0,3,6,1,1,10000
1,0,2,2,0,2,0,0,0,0,10000
0,1,0,0,2,1,1,4,1,1,0
0,0,2,0,2,1,0,2,0,1,10000
0,0,0,0,0,0,1,1,10,10,5230
0,0,0,0,0,0,2,1,12,14,5150
0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,6,5040
0,0,0,1,1,2,9,2,6,4,6070
