2,1,0,0,1,0,0,0,0,0,0
3,0,1,0,4,2,2,0,0,0,10000
0,0,0,0,7,4,2,3,0,1,6300
2,0,1,4,3,4,0,1,0,0,10000
0,1,1,4,0,0,0,1,0,0,0
0,1,0,0,0,2,3,2,0,0,0
0,0,0,0,2,3,7,1,10,6,5490
4,0,3,2,0,0,0,0,0,0,10000
0,0,0,0,0,0,5,1,10,11,5480
1,1,0,1,0,0,0,0,0,0,0
1,0,0,1,0,1,0,1,1,0,10000
0,0,0,0,0,0,0,0,9,11,5130
0,0,0,0,0,0,0,0,4,5,5340
0,0,0,0,0,0,0,0,5,4,5440
1,0,2,2,1,5,3,4,0,1,10000
0,0,0,0,0,1,5,3,5,4,5460
0,0,0,0,0,0,0,0,6,7,4770
0,0,0,0,2,1,4,4,10,5,5740
0,0,0,0,0,0,3,9,8,1,4260
0,0,0,0,0,1,10,4,13,11,6460
0,1,5,2,0,3,0,1,0,0,10000
0,0,0,0,1,3,5,2,8,5,5290
0,0,0,1,2,3,5,2,1,2,4910
0,0,0,0,0,0,1,0,10,7,5200
0,0,6,0,1,5,0,1,0,1,10000
0,1,1,0,2,3,0,2,1,0,10000
0,0,0,0,0,0,0,0,8,5,5040
2,0,0,0,0,0,0,0,0,0,10000
0,0,0,0,0,0,7,4,7,13,5350
3,0,0,0,0,0,0,0,0,0,10000
0,0,1,3,0,1,0,1,0,1,10000
1,2,1,1,0,0,0,0,0,0,10000
0,1,2,2,2,0,1,3,0,1,10000
1,1,0,0,0,0,0,0,0,0,0
0,1,2,3,2,2,1,1,0,0,0
0,0,0,0,4,2,3,3,5,3,6360
0,0,0,0,0,0,1,2,17,8,5410
0,0,0,0,0,2,2,1,17,14,4270
1,1,0,2,0,0,0,2,0,0,0
0,3,2,2,0,0,0,0,0,0,10000
0,0,0,0,0,0,0,0,6,12,4690
1,1,3,2,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5220
0,0,0,0,1,0,3,1,0,1,5060
0,0,0,0,1,0,4,3,8,8,5210
0,0,0,0,0,0,1,4,8,16,4130
0,0,2,0,0,5,4,2,0,1,10000
0,0,0,0,2,2,2,6,9,15,4280
0,0,1,0,1,1,5,8,3,6,10000
0,0,0,0,1,1,4,4,2,11,4740
0,0,0,2,5,4,2,0,0,0,0
0,0,0,0,0,0,0,2,14,7,5090
0,0,0,0,0,0,2,1,15,15,5280
1,0,1,0,0,0,0,0,0,0,10000
0,0,1,0,1,1,1,0,0,0,10000
0,0,0,0,0,0,3,0,7,7,5920
0,0,1,0,3,1,4,3,0,2,10000
0,0,0,0,0,0,1,2,13,17,4800
5,4,4,1,1,0,0,1,0,0,10000
1,2,1,2,1,1,0,0,0,0,0
3,2,3,4,0,2,0,1,0,0,10000
0,0,2,1,1,1,2,3,4,3,10000
0,0,0,0,0,0,1,2,4,11,4670
1,1,1,0,1,1,0,0,0,0,10000
0,0,0,0,3,2,8,5,5,3,6230
0,0,0,0,0,0,2,3,9,11,4590
0,0,0,0,0,2,3,2,11,8,4380
0,0,1,4,3,2,5,4,2,0,10000
0,0,0,0,0,3,3,3,2,1,3910
0,0,0,1,4,3,6,3,12,2,6760
0,0,0,0,0,0,0,3,17,9,4990
0,0,0,1,1,3,3,1,0,1,5000
0,0,0,0,1,0,1,0,12,12,5120
0,0,0,0,0,1,5,5,3,3,5130
0,0,0,0,0,1,2,4,1,0,4410
0,0,0,0,2,3,1,5,8,8,4980
0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,3,4,8,5,9,4,4560
2,1,0,2,0,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,16,12,5510
0,0,0,0,0,0,1,0,8,9,5520
0,0,0,0,0,0,0,0,4,7,4830
0,2,6,0,2,1,0,0,0,0,0
0,0,1,1,3,4,3,6,2,1,10000
0,0,1,1,7,5,3,5,0,3,10000
0,0,0,0,1,1,11,4,2,6,6070
0,0,2,0,4,3,2,1,1,0,10000
0,0,0,1,0,2,0,0,1,1,5000
0,0,0,0,2,2,1,6,13,7,4500
0,0,0,0,0,0,0,0,0,0,5010
0,0,1,0,1,1,4,4,10,8,10000
0,0,1,0,4,1,1,5,1,1,10000
0,0,0,0,0,4,6,3,13,14,3490
0,0,0,0,0,0,1,2,6,10,4870
0,0,1,0,3,0,4,2,2,3,10000
0,0,0,0,0,0,0,1,7,7,5310
0,5,0,1,0,0,0,0,0,0,0
0,0,1,1,3,3,1,2,2,0,10000
0,0,0,1,1,2,5,3,5,6,5570
1,1,2,2,2,1,1,0,0,0,10000
0,0,0,0,0,0,6,5,5,15,5340
0,0,0,0,0,0,1,2,16,8,5660
0,0,0,0,0,0,5,3,8,8,6060
0,0,1,0,5,1,1,3,0,0,10000
1,0,0,1,0,1,1,4,5,2,10000
0,0,0,0,2,2,0,2,0,0,5000
0,0,1,1,1,2,2,4,2,1,10000
4,0,0,3,0,1,0,0,0,0,10000
1,0,4,0,3,2,0,0,0,0,10000
0,0,0,0,0,0,2,1,8,14,4610
0,0,0,0,1,0,3,3,15,12,5150
0,0,0,0,0,0,0,0,9,8,5299
0,0,0,0,0,0,7,3,11,11,5890
0,0,2,0,5,3,4,0,2,4,10000
0,0,0,0,4,3,5,2,3,1,5920
0,0,0,0,0,0,1,1,11,9,5299
0,0,0,0,1,0,3,0,19,13,6060
0,0,0,0,0,0,3,2,8,11,4950
0,0,0,0,0,0,0,0,9,12,5030
0,0,0,0,3,3,10,1,7,10,5930
0,0,1,2,1,2,4,1,1,0,10000
0,1,0,0,2,0,2,5,0,3,0
1,2,3,2,1,1,0,0,0,0,10000
0,0,0,0,3,3,3,4,1,1,5120
0,0,0,0,0,0,0,0,2,1,5260
0,0,1,0,1,2,0,0,0,0,10000
0,0,2,0,4,2,0,1,1,1,10000
0,0,0,0,5,3,2,3,2,3,8220
0,0,0,0,0,1,6,7,5,7,4470
0,0,0,0,2,0,5,4,15,6,6890
0,0,3,2,3,1,0,0,0,0,10000
0,0,0,0,0,0,0,0,3,6,5100
0,0,0,0,4,6,7,2,7,2,6300
0,0,0,0,2,2,8,3,8,10,4200
0,0,0,0,0,0,0,1,8,14,4700
0,0,0,0,0,1,2,11,15,4,4430
0,0,1,0,1,2,10,8,5,12,10000
0,0,0,0,1,1,0,1,1,0,5000
2,5,1,2,0,0,0,0,0,0,10000
0,0,2,0,2,1,1,3,0,0,10000
0,0,0,0,0,0,1,0,11,16,4720
0,0,0,0,1,1,4,2,17,8,5990
2,1,1,1,1,0,3,1,1,0,10000
0,2,1,1,0,0,0,0,0,0,0
0,0,0,0,1,2,1,6,17,7,5190
0,0,1,2,0,2,2,1,0,4,10000
1,0,1,2,0,1,0,0,0,0,10000
0,0,0,0,0,0,2,4,10,11,4890
0,0,0,0,0,1,6,5,3,6,4680
